질문,디렉토리
5651,서울 강남에서 남산타워 가는방법,서울특별시
5652,서울역에 무인민원발급기 위치를 급하게 알...,서울특별시
5653,서울역->소요산역,서울특별시
5654,혹시 반포대교 무지개분수 언제까지하나요?,서울특별시
5655,등축제지금도 하나용 ???? 청계천에서하는...,서울특별시
5656,지금 led 장미골원 어직도 하나요???,서울특별시
5657,고척스카이돔,서울특별시
5658,서울의 상징물,서울특별시
5659,금천구 또는 안양 주민센터 연장근무 하는...,서울특별시
5660,꿈나무카드에 대하여,서울특별시
5661,롯데월드에 갈때 가져갈 가방,서울특별시
5662,"a형, b형 간염 항체 검사 보건소",서울특별시
5663,서울에 거의 안가봐서 모르는데요ㅠㅠ 서울...,서울특별시
5664,서울시청 도서관에 대해서,서울특별시
5665,서울시청도서관 통합회원증,서울특별시
5666,서울역에서 인하대 교통,서울특별시
5667,서울 야시장 관련 질문입니다.,서울특별시
5668,오토바이 안타고 못타서,서울특별시
5669,잠신고등학교에서 경희대학교 택시타고 얼...,서울특별시
5670,경복궁 한복,서울특별시
5671,종로구 봉익동 쓰레기 배출일,서울특별시
5672,서울 지하철,서울특별시
5673,강동구가 머하는덴죠,서울특별시
5674,은평구 역촌동 평화공원 벼룩시장은 언제...,서울특별시
5675,서울 여의도 밤도깨비 야시장 오픈질문,서울특별시
5676,한강 밤도깨비 야시장 운영기간,서울특별시
5677,서울밤도깨비시장,서울특별시
5678,경복궁야간입장 티켓문의입니다!,서울특별시
5679,롯데월드 가려는데 버스를 몇번 타는지 요...,서울특별시
5680,세종대학교에서 가까운 여권 발급 장소가...,서울특별시
5681,"보라매역,동작세무서 정류장기준 505번버스...",서울특별시
5682,온누리카드 ?,서울특별시
5683,130번 막차요 급합니다,서울특별시
5684,삼성역에서 상계동 방향 버스146번을 타려...,서울특별시
5685,영등포구청 각 부처별 점심시간을 알려주세...,서울특별시
5686,이번주 토요일 10월1일 동대문 도깨비 야시...,서울특별시
5687,여의도 불꽃축제,서울특별시
5688,신논현역 동백행 5003버스 매연 심각,서울특별시
5689,한강 보트로 도강 제한?,서울특별시
5690,한양도성 스탬프 투어에대해서,서울특별시
5691,서울 무인민원발급기,서울특별시
5692,서예종에서 제일 가까운 터미널,서울특별시
5693,주민등록증벌금은다른지역에서는,서울특별시
5694,오늘남산케이블카운행하나요,서울특별시
5695,전화번호 알려주세요.,서울특별시
5696,교보문고 문화누리카드,서울특별시
5697,강남고속터미널 지하상가-----------------...,서울특별시
5698,신촌역2호선 첫차 05시32분에타면 잠실역에...,서울특별시
5699,동작구청 토 일 주차비무료인가요?,서울특별시
5700,동작구청 토 일 주차무료인가요??,서울특별시
5701,인사동에 문구류파는곳 있나요???,서울특별시
5702,버스 요금좀..,서울특별시
5703,문화누리카드로 렌트를 하면 얼마에 빌릴수...,서울특별시
5704,청소년숙박가능한곳,서울특별시
5705,안녕하세요.,서울특별시
5706,강북구민회관 독서실 휴무?,서울특별시
5707,"서울국립현충원에 가보려는데, 애견 동반이...",서울특별시
5708,서울지역 완전 무료주차장으로 알랴주세요...,서울특별시
5709,안녕하세요. 궁금한게 있어서 질문올려봅니...,서울특별시
5710,영등포역에 물품보관소 카드 결제도 가능한...,서울특별시
5711,은행별 환전 수수료,서울특별시
5712,안녕하세요 외국인 등록번호의 경우,서울특별시
5713,보건증검사 결과확인,서울특별시
5714,사당역근처 주차장,서울특별시
5715,동대문 led  장미공원,서울특별시
5716,서울 남부터미널 지하철 역 내려가는 에스...,서울특별시
5717,영업신고증 사업장 면적 변경문의 드립니다,서울특별시
5718,상봉동한국관 놀러가려는데 주대가 얼마나...,서울특별시
5719,9월 23-24일 동대문 도깨비 야시장 하나요?,서울특별시
5720,문화누리카드 온라인등록 본인인증,서울특별시
5721,경기도시흥에있는 abc행복타운은 직업상담...,서울특별시
5722,9월 경복궁 야간개장 예매,서울특별시
5723,동대문ddp장미정원,서울특별시
5724,제가 오늘 휘경동입구에서 서울삼육병원 방...,서울특별시
5725,이름풀이 부탁드려요,서울특별시
5726,노량진역에서 구일역가는데,서울특별시
5727,DDP 장미,서울특별시
5728,동대문 DDP LED장미 기간,서울특별시
5729,서울 경부 고속터미널에서 미국대사관까지,서울특별시
5730,서울자전거 따릉이 결제,서울특별시
5731,추석전에 열리는 서울광장 장터문의,서울특별시
5732,"따릉이 키, 몸무게 제한",서울특별시
5733,ddp led장미 기간,서울특별시
5734,A형 간염주사 서울이나 경기는 구리근처보...,서울특별시
5735,예스24라이브홀에서 여의도 켄싱턴호텔 가...,서울특별시
5736,서울 보건소 중에 폐결핵검사지 당일/익일...,서울특별시
5737,서울역에서 명지대까지 택시비 얼마나 나오...,서울특별시
5738,사울시 여성안심택배함 위치 문의요,서울특별시
5739,노량진 근처 정류장에서 신사쪽가는 심야버...,서울특별시
5740,한강공원 주차,서울특별시
5741,서울 시 강북구 수유 에서 경기도 용인 가...,서울특별시
5742,여성안심택배 일반우편,서울특별시
5743,동서울터미널,서울특별시
5744,체조경기장에서 센트럴시티터미널가는법,서울특별시
5745,문화누리카드,서울특별시
5746,서울센트럴시티터미널에서 삼성동까지 택시...,서울특별시
5747,센트럴시티에서 장충체육관 택시비관련 질...,서울특별시
5748,서울 따릉이,서울특별시
5749,(급)내공100 서울역환승센터402첫차시간이...,서울특별시
5750,뚝섬수영장 튜브대여,서울특별시
5751,서울지하철 요금 계산해주세요,서울특별시
5752,서울자전거 따릉이,서울특별시
5753,서울시내 a형간염 항체검사하는 보건소있나...,서울특별시
5754,서울에서 평택역까지 거리,서울특별시
5755,서울역에서 애버랜드가는방법,서울특별시
5756,서대문구 꿈나무카드 가맹점알려주세요!,서울특별시
5757,서울1139전화번호좀요 버스에서지갑을두고...,서울특별시
5758,안녕하세요 휴가철이동으로 요일제날 차를...,서울특별시
5759,잠실 한강수영장문의요,서울특별시
5760,홍대 상상마당에서 가장 가까운 지하철 출...,서울특별시
5761,뚝섬 수영장 모자,서울특별시
5762,잠실역에서 성환가는 버스 시간을 알려주세...,서울특별시
5763,도로명주소를 지번주소로 알려주세요.,서울특별시
5764,서울시 성인 대상 a형 b형 접종가능한 보건...,서울특별시
5765,한강 물싸움축제 예약관련...,서울특별시
5766,서울고속터미널에서 숭의여대 가는법,서울특별시
5767,먹골역에서 cj e&m 센터까지,서울특별시
5768,한강 도깨비야시장,서울특별시
5769,가평역에서 신용산역까지,서울특별시
5770,무료공영주차장,서울특별시
5771,서울시 청년수당 신청 사이버대 학생은 못...,서울특별시
5772,잠실한강공원 갈려면 신천역 몇번 출구로...,서울특별시
5773,서울심야버스아시는분!!,서울특별시
5774,지금 강변가는데요,서울특별시
5775,중랑구 가정용 쓰레기처리,서울특별시
5776,서울에수용인원300명이상가능한대관시설어...,서울특별시
5777,길좀 알려주세요,서울특별시
5778,건대 일산,서울특별시
5779,청년수당 자격문의,서울특별시
5780,서울시 청년수당 질문있습니다,서울특별시
5781,종각역 1호선 소요산행 스크린도어 시,서울특별시
5782,시민의숲 양재꽃시장 정류장,서울특별시
5783,코엑스 아쿠아리움 어떻게 가나요?,서울특별시
5784,서울도서관,서울특별시
5785,성동구청  질문,서울특별시
5786,서울특별시 강서구 공항대로41길 66 영어로,서울특별시
5787,서울미술관 밥먹을곳,서울특별시
5788,서울고속버스터미널로 가는법 좀 가르쳐주...,서울특별시
5789,서울서대문구,서울특별시
5790,몽촌토성역 한성백제박물관,서울특별시
5791,서울시 여성안심택배 질문,서울특별시
5792,여성안심택배서비스,서울특별시
5793,한강수영장,서울특별시
5794,한강수영장 개장일,서울특별시
5795,시티투어버스,서울특별시
5796,서울시립미술관 천경자1주기 추모전,서울특별시
5797,서울고속버스터미널에서 잠실 트리지움까지,서울특별시
5798,방화1동에 이사온지 며칠 지났습니다.,서울특별시
5799,서울에 꼬마버스가 운행하고 있나요??,서울특별시
5800,센트럴시티랑동서울터미널에서문화누리카드...,서울특별시
5801,서울시 청년수당 신청방법,서울특별시
5802,봉천동 현대시장에서 신사역 가는 버스 좀...,서울특별시
5803,장미축제 동물,서울특별시
5804,주소지변경,서울특별시
5805,미성년자 여권 발급 문의,서울특별시
5806,아주대에서서울역가는환승있어요,서울특별시
5807,봉천동 현대시장에서 양재역 가는 버스 좀...,서울특별시
5808,한강진역에서 서울역까지 가면 택시요금 얼...,서울특별시
5809,급식카드 사용업장으로 신청하려 합니다.,서울특별시
5810,구파발에서 서울역,서울특별시
5811,꿈나무카드,서울특별시
5812,홍대 1200번버스,서울특별시
5813,서울능동어린이수영장,서울특별시
5814,수서동 까치마을아파트 관리사무소 전화번...,서울특별시
5815,서울역버스환승센터에서 도봉산역방면 150...,서울특별시
5816,중랑청장미축제아직도하나요,서울특별시
5817,서울시 관광 안내 통역 봉사,서울특별시
5818,서울시 여성안심택배함 사이즈 알려주세요,서울특별시
5819,화곡동 가구버릴때,서울특별시
5820,동서울버스터미널 지하철에서 상암e스타디...,서울특별시
5821,서울문화행사인 속마음버스 결과는 어떻게...,서울특별시
5822,강남 센트럴시티 터미널에서 삼성동까지 얼...,서울특별시
5823,봉천동에서 가산디지털미디역 가는 방법 좀...,서울특별시
5824,서울 서초구에서 구로구까지,서울특별시
